Timestamp, Location, SSID, BSSID, Signal Strength, Frequency
2024-11-14 17:40:57, LAB_1_6PM_B_4, DA_Public, 44:1e:98:bb:55:dc, -79, 5180MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DAIICT_STAFF, 44:1e:98:3b:55:d8, -55, 2437MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DAIICT_STAFF, 24:79:2a:74:ea:08, -55, 2412MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DA_Public, 18:4b:0d:a3:60:78, -75, 2437MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DAIICT_Student, 18:4b:0d:e3:60:78, -75, 2437MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DAIICT_STAFF, 1c:b9:c4:3d:84:ec, -81, 5500MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DA_Public, 60:d0:2c:9f:63:9c, -55, 5220MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DAIICT_Student, 24:79:2a:34:ea:09, -55, 2412MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, Attendance, 44:1e:98:7b:55:d8, -54, 2437MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DA_Public, 24:79:2a:f4:ea:0c, -56, 5745MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -57, 5220MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, Attendance, 24:79:2a:b4:ea:0c, -57, 5745MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, Attendance, 60:d0:2c:5f:63:9c, -58, 5220MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DAIICT_Student, 44:1e:98:fb:55:dc, -79, 5180MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, TP-Link_13F8_203, 9c:53:22:e7:13:f8, -75, 2417MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, DA_Public, 1c:b9:c4:bd:84:e8, -65, 2462MHz
2024-11-14 17:40:57, LAB_1_6PM_B_4, AP_1723919793, 9c:d8:63:cd:d0:1c, -83, 2467MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, , 9e:53:22:d7:13:f8, -84, 5765MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 18:4b:0d:dc:30:98, -70, 2412MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 1c:b9:c4:bd:84:ec, -81, 5500MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 18:4b:0d:1c:30:98, -71, 2412MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Lab_211_5G, 24:c9:a1:20:e7:4c, -77, 5280MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 60:d0:2c:df:63:9c, -56, 5220MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Mikey, c2:00:11:f9:1a:e2, -83, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, TP-Link_13F8_5G_203, 9c:53:22:e7:13:fa, -86, 5765MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, dasolarpnl, c0:c5:20:24:87:18, -71, 2467MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 18:4b:0d:63:60:78, -76, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 18:4b:0d:23:60:78, -76, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 44:1e:98:fb:55:d8, -54, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 18:4b:0d:9c:30:98, -71, 2412MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 1c:b9:c4:fd:84:ec, -81, 5500MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 24:79:2a:34:ea:0d, -56, 5745MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 1c:b9:c4:3d:84:e8, -65, 2462MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 18:4b:0d:5c:30:98, -70, 2412MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Lab_211, 24:c9:a1:20:e7:48, -63, 2457MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 1c:b9:c4:7d:84:e8, -65, 2462MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, MayDEEP, 22:69:0a:ae:eb:03, -86, 5180MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 60:d0:2c:5f:63:98, -53, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 58:b6:33:fa:1c:dc, -74, 5540MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, realme 6, 9a:6b:9d:68:ae:16, -78, 2412MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 24:79:2a:f4:ea:08, -55, 2412MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 1c:b9:c4:fd:84:e8, -65, 2462MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 44:1e:98:7b:55:dc, -79, 5180MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 24:79:2a:b4:ea:08, -55, 2412MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 44:1e:98:3b:55:dc, -79, 5180MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 44:1e:98:bb:55:d8, -52, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 24:79:2a:74:ea:0c, -57, 5745MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 58:b6:33:3a:1c:dc, -74, 5540MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 1c:b9:c4:7d:84:ec, -81, 5500MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 60:d0:2c:1f:63:98, -54, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 60:d0:2c:9f:63:98, -52, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 58:b6:33:ba:1c:dc, -74, 5540MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 60:d0:2c:df:63:98, -53, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 58:b6:33:7a:1c:dc, -74, 5540MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 44:1e:98:bb:55:dc, -79, 5180MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 44:1e:98:3b:55:d8, -55, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 24:79:2a:74:ea:08, -55, 2412MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 18:4b:0d:a3:60:78, -75, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 18:4b:0d:e3:60:78, -75, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 1c:b9:c4:3d:84:ec, -81, 5500MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 60:d0:2c:9f:63:9c, -55, 5220MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 24:79:2a:34:ea:09, -55, 2412MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 44:1e:98:7b:55:d8, -54, 2437MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 24:79:2a:f4:ea:0c, -56, 5745MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -57, 5220MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 24:79:2a:b4:ea:0c, -57, 5745MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, Attendance, 60:d0:2c:5f:63:9c, -58, 5220MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DAIICT_Student, 44:1e:98:fb:55:dc, -79, 5180MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, TP-Link_13F8_203, 9c:53:22:e7:13:f8, -75, 2417MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, DA_Public, 1c:b9:c4:bd:84:e8, -65, 2462MHz
2024-11-14 17:40:58, LAB_1_6PM_B_4, AP_1723919793, 9c:d8:63:cd:d0:1c, -83, 2467MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, , 9e:53:22:d7:13:f8, -84, 5765MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 18:4b:0d:dc:30:98, -70, 2412MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 1c:b9:c4:bd:84:ec, -81, 5500MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 18:4b:0d:1c:30:98, -71, 2412MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Lab_211_5G, 24:c9:a1:20:e7:4c, -77, 5280MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 60:d0:2c:df:63:9c, -56, 5220MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Mikey, c2:00:11:f9:1a:e2, -83, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, TP-Link_13F8_5G_203, 9c:53:22:e7:13:fa, -86, 5765MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, dasolarpnl, c0:c5:20:24:87:18, -71, 2467MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 18:4b:0d:63:60:78, -76, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 18:4b:0d:23:60:78, -76, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 44:1e:98:fb:55:d8, -54, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 18:4b:0d:9c:30:98, -71, 2412MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 1c:b9:c4:fd:84:ec, -81, 5500MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 24:79:2a:34:ea:0d, -56, 5745MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 1c:b9:c4:3d:84:e8, -65, 2462MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 18:4b:0d:5c:30:98, -70, 2412MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Lab_211, 24:c9:a1:20:e7:48, -63, 2457MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 1c:b9:c4:7d:84:e8, -65, 2462MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, MayDEEP, 22:69:0a:ae:eb:03, -86, 5180MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 60:d0:2c:5f:63:98, -53, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 58:b6:33:fa:1c:dc, -74, 5540MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, realme 6, 9a:6b:9d:68:ae:16, -78, 2412MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 24:79:2a:f4:ea:08, -55, 2412MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 1c:b9:c4:fd:84:e8, -65, 2462MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 44:1e:98:7b:55:dc, -79, 5180MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 24:79:2a:b4:ea:08, -55, 2412MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 44:1e:98:3b:55:dc, -79, 5180MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 44:1e:98:bb:55:d8, -52, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 24:79:2a:74:ea:0c, -57, 5745MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 58:b6:33:3a:1c:dc, -74, 5540MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 1c:b9:c4:7d:84:ec, -81, 5500MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 60:d0:2c:1f:63:98, -54, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 60:d0:2c:9f:63:98, -52, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 58:b6:33:ba:1c:dc, -74, 5540MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 60:d0:2c:df:63:98, -53, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 58:b6:33:7a:1c:dc, -74, 5540MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 44:1e:98:bb:55:dc, -79, 5180MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 44:1e:98:3b:55:d8, -55, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 24:79:2a:74:ea:08, -55, 2412MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 18:4b:0d:a3:60:78, -75, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 18:4b:0d:e3:60:78, -75, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 1c:b9:c4:3d:84:ec, -81, 5500MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 60:d0:2c:9f:63:9c, -55, 5220MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 24:79:2a:34:ea:09, -55, 2412MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 44:1e:98:7b:55:d8, -54, 2437MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 24:79:2a:f4:ea:0c, -56, 5745MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -57, 5220MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 24:79:2a:b4:ea:0c, -57, 5745MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, Attendance, 60:d0:2c:5f:63:9c, -58, 5220MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DAIICT_Student, 44:1e:98:fb:55:dc, -79, 5180MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, TP-Link_13F8_203, 9c:53:22:e7:13:f8, -75, 2417MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, DA_Public, 1c:b9:c4:bd:84:e8, -65, 2462MHz
2024-11-14 17:40:59, LAB_1_6PM_B_4, AP_1723919793, 9c:d8:63:cd:d0:1c, -83, 2467MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, , 9e:53:22:d7:13:f8, -84, 5765MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 18:4b:0d:dc:30:98, -70, 2412MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 1c:b9:c4:bd:84:ec, -81, 5500MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 18:4b:0d:1c:30:98, -71, 2412MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Lab_211_5G, 24:c9:a1:20:e7:4c, -77, 5280MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 60:d0:2c:df:63:9c, -56, 5220MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Mikey, c2:00:11:f9:1a:e2, -83, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, TP-Link_13F8_5G_203, 9c:53:22:e7:13:fa, -86, 5765MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, dasolarpnl, c0:c5:20:24:87:18, -71, 2467MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 18:4b:0d:63:60:78, -76, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 18:4b:0d:23:60:78, -76, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 44:1e:98:fb:55:d8, -54, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 18:4b:0d:9c:30:98, -71, 2412MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 1c:b9:c4:fd:84:ec, -81, 5500MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 24:79:2a:34:ea:0d, -56, 5745MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 1c:b9:c4:3d:84:e8, -65, 2462MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 18:4b:0d:5c:30:98, -70, 2412MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Lab_211, 24:c9:a1:20:e7:48, -63, 2457MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 1c:b9:c4:7d:84:e8, -65, 2462MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, MayDEEP, 22:69:0a:ae:eb:03, -86, 5180MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 60:d0:2c:5f:63:98, -53, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 58:b6:33:fa:1c:dc, -74, 5540MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, realme 6, 9a:6b:9d:68:ae:16, -78, 2412MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 24:79:2a:f4:ea:08, -55, 2412MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 1c:b9:c4:fd:84:e8, -65, 2462MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 44:1e:98:7b:55:dc, -79, 5180MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 24:79:2a:b4:ea:08, -55, 2412MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 44:1e:98:3b:55:dc, -79, 5180MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 44:1e:98:bb:55:d8, -52, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 24:79:2a:74:ea:0c, -57, 5745MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 58:b6:33:3a:1c:dc, -74, 5540MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 1c:b9:c4:7d:84:ec, -81, 5500MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 60:d0:2c:1f:63:98, -54, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 60:d0:2c:9f:63:98, -52, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 58:b6:33:ba:1c:dc, -74, 5540MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 60:d0:2c:df:63:98, -53, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 58:b6:33:7a:1c:dc, -74, 5540MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 44:1e:98:bb:55:dc, -79, 5180MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 44:1e:98:3b:55:d8, -55, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 24:79:2a:74:ea:08, -55, 2412MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 18:4b:0d:a3:60:78, -75, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 18:4b:0d:e3:60:78, -75, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 1c:b9:c4:3d:84:ec, -81, 5500MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 60:d0:2c:9f:63:9c, -55, 5220MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 24:79:2a:34:ea:09, -55, 2412MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 44:1e:98:7b:55:d8, -54, 2437MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 24:79:2a:f4:ea:0c, -56, 5745MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -57, 5220MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 24:79:2a:b4:ea:0c, -57, 5745MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, Attendance, 60:d0:2c:5f:63:9c, -58, 5220MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DAIICT_Student, 44:1e:98:fb:55:dc, -79, 5180MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, TP-Link_13F8_203, 9c:53:22:e7:13:f8, -75, 2417MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, DA_Public, 1c:b9:c4:bd:84:e8, -65, 2462MHz
2024-11-14 17:41:00, LAB_1_6PM_B_4, AP_1723919793, 9c:d8:63:cd:d0:1c, -83, 2467MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, , 9e:53:22:d7:13:f8, -84, 5765MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 18:4b:0d:dc:30:98, -70, 2412MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 1c:b9:c4:bd:84:ec, -81, 5500MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 18:4b:0d:1c:30:98, -71, 2412MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Lab_211_5G, 24:c9:a1:20:e7:4c, -77, 5280MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 60:d0:2c:df:63:9c, -56, 5220MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Mikey, c2:00:11:f9:1a:e2, -83, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, TP-Link_13F8_5G_203, 9c:53:22:e7:13:fa, -86, 5765MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, dasolarpnl, c0:c5:20:24:87:18, -71, 2467MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 18:4b:0d:63:60:78, -76, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 18:4b:0d:23:60:78, -76, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 44:1e:98:fb:55:d8, -54, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 18:4b:0d:9c:30:98, -71, 2412MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 1c:b9:c4:fd:84:ec, -81, 5500MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 24:79:2a:34:ea:0d, -56, 5745MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 1c:b9:c4:3d:84:e8, -65, 2462MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 18:4b:0d:5c:30:98, -70, 2412MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Lab_211, 24:c9:a1:20:e7:48, -63, 2457MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 1c:b9:c4:7d:84:e8, -65, 2462MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, MayDEEP, 22:69:0a:ae:eb:03, -86, 5180MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 60:d0:2c:5f:63:98, -53, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 58:b6:33:fa:1c:dc, -74, 5540MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, realme 6, 9a:6b:9d:68:ae:16, -78, 2412MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 24:79:2a:f4:ea:08, -55, 2412MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 1c:b9:c4:fd:84:e8, -65, 2462MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 44:1e:98:7b:55:dc, -79, 5180MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 24:79:2a:b4:ea:08, -55, 2412MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 44:1e:98:3b:55:dc, -79, 5180MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 44:1e:98:bb:55:d8, -52, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 24:79:2a:74:ea:0c, -57, 5745MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 58:b6:33:3a:1c:dc, -74, 5540MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 1c:b9:c4:7d:84:ec, -81, 5500MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 60:d0:2c:1f:63:98, -54, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 60:d0:2c:9f:63:98, -52, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 58:b6:33:ba:1c:dc, -74, 5540MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 60:d0:2c:df:63:98, -53, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 58:b6:33:7a:1c:dc, -74, 5540MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 44:1e:98:bb:55:dc, -79, 5180MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 44:1e:98:3b:55:d8, -55, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 24:79:2a:74:ea:08, -55, 2412MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 18:4b:0d:a3:60:78, -75, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 18:4b:0d:e3:60:78, -75, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 1c:b9:c4:3d:84:ec, -81, 5500MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 60:d0:2c:9f:63:9c, -55, 5220MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_Student, 24:79:2a:34:ea:09, -55, 2412MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 44:1e:98:7b:55:d8, -54, 2437MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DA_Public, 24:79:2a:f4:ea:0c, -56, 5745MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -57, 5220MHz
2024-11-14 17:41:01, LAB_1_6PM_B_4, Attendance, 24:79:2a:b4:ea:0c, -57, 5745MHz
